UF,CIDADE,LONG,LAT
RIO GRANDE DO NORTE,CARAÚBAS,-37.5537021978471,-5.7911761028587
RIO GRANDE DO NORTE,CARNAÚBA DOS DANTAS,-36.5952519214664,-6.5607325173668
RIO GRANDE DO NORTE,CARNAUBAIS,-36.8346423564497,-5.3397853943190
RIO GRANDE DO NORTE,CEARÁ-MIRIM,-35.4244869285300,-5.6409835919118
RIO GRANDE DO NORTE,CERRO CORÁ,-36.3457414414503,-6.0348271931366
RIO GRANDE DO NORTE,CORONEL EZEQUIEL,-36.2147710444246,-6.3834023902944
RIO GRANDE DO NORTE,CORONEL JOÃO PESSOA,-38.4402581627126,-6.2601122113908
RIO GRANDE DO NORTE,CRUZETA,-36.7917053203155,-6.4131764069557
RIO GRANDE DO NORTE,CURRAIS NOVOS,-36.5162192209593,-6.2646722189556
RIO GRANDE DO NORTE,DOUTOR SEVERIANO,-38.3736830788222,-6.0936873705591
RIO GRANDE DO NORTE,PARNAMIRIM,-35.2592090738617,-5.9103697582539
RIO GRANDE DO NORTE,ENCANTO,-38.3048789906516,-6.1111342006329
RIO GRANDE DO NORTE,EQUADOR,-36.7164124288599,-6.9458427490748
RIO GRANDE DO NORTE,ESPÍRITO SANTO,-35.3170907892286,-6.3355717032012
RIO GRANDE DO NORTE,EXTREMOZ,-35.3140254320232,-5.7027099362087
RIO GRANDE DO NORTE,FELIPE GUERRA,-37.6913850557146,-5.6019617698082
RIO GRANDE DO NORTE,FERNANDO PEDROZA,-36.5324535353652,-5.6960157814674
RIO GRANDE DO NORTE,FLORÂNIA,-36.8140762988106,-6.1269519550116
RIO GRANDE DO NORTE,FRANCISCO DANTAS,-38.1256497554185,-6.0880967167433
RIO GRANDE DO NORTE,FRUTUOSO GOMES,-37.8409607540419,-6.1562327992920
RIO GRANDE DO NORTE,GALINHOS,-36.2746400699779,-5.0916897784115
RIO GRANDE DO NORTE,GOIANINHA,-35.2177861245435,-6.2505903899507
RIO GRANDE DO NORTE,GOVERNADOR DIX-SEPT ROSADO,-37.5219118430218,-5.4589138421060
RIO GRANDE DO NORTE,GROSSOS,-37.1574841600262,-4.9755148070741
RIO GRANDE DO NORTE,GUAMARÉ,-36.3181443773969,-5.1073629545918
RIO GRANDE DO NORTE,IELMO MARINHO,-35.5528293750625,-5.8153150382762
RIO GRANDE DO NORTE,IPANGUAÇU,-36.8528746046542,-5.4971483533050
RIO GRANDE DO NORTE,IPUEIRA,-37.1978561298861,-6.8155507618851
RIO GRANDE DO NORTE,ITAJÁ,-36.8698181053353,-5.6435476089682
RIO GRANDE DO NORTE,ITAÚ,-37.9882686256902,-5.8379360734251
RIO GRANDE DO NORTE,JAÇANÃ,-36.2055929077335,-6.4249733473658
RIO GRANDE DO NORTE,JANDAÍRA,-36.1305852719426,-5.3552800000000
RIO GRANDE DO NORTE,JANDUÍS,-37.4092111089131,-6.0160927028583
RIO GRANDE DO NORTE,JANUÁRIO CICCO,-35.6008919625750,-6.1560980225528
RIO GRANDE DO NORTE,JAPI,-35.9459348280456,-6.4605660133161
RIO GRANDE DO NORTE,JARDIM DE ANGICOS,-35.9699543298020,-5.6526312123534
RIO GRANDE DO NORTE,JARDIM DE PIRANHAS,-37.3492178522692,-6.3800975491908
RIO GRANDE DO NORTE,JARDIM DO SERIDÓ,-36.7745815233800,-6.5863362516830
RIO GRANDE DO NORTE,JOÃO CÂMARA,-35.8167878738553,-5.5384233833633
RIO GRANDE DO NORTE,JOÃO DIAS,-37.7969607820048,-6.2761140978431
RIO GRANDE DO NORTE,JOSÉ DA PENHA,-38.2844030704544,-6.3126884427709
RIO GRANDE DO NORTE,JUCURUTU,-37.0202258294130,-6.0334187841275
RIO GRANDE DO NORTE,JUNDIÁ,-35.3277885218596,-6.2691693310891
RIO GRANDE DO NORTE,LAGOA D'ANTA,-35.5997951777328,-6.3915023234988
RIO GRANDE DO NORTE,LAGOA DE PEDRAS,-35.4334827321932,-6.1497391019906
RIO GRANDE DO NORTE,LAGOA DE VELHOS,-35.8706988331384,-5.9999155193028
RIO GRANDE DO NORTE,LAGOA NOVA,-36.4589606695817,-6.0976692963938
RIO GRANDE DO NORTE,LAGOA SALGADA,-35.4724975676103,-6.1258182618582
RIO GRANDE DO NORTE,LAJES,-36.2427351264130,-5.6988303587817
RIO GRANDE DO NORTE,LAJES PINTADAS,-36.1184417929034,-6.1514320720581
RIO GRANDE DO NORTE,LUCRÉCIA,-37.8156328477028,-6.1169236352248
RIO GRANDE DO NORTE,LUÍS GOMES,-38.3864203751030,-6.4140281424327
RIO GRANDE DO NORTE,MACAÍBA,-35.3552371335816,-5.8572366196262
RIO GRANDE DO NORTE,MACAU,-36.6349731819010,-5.1133676503087
RIO GRANDE DO NORTE,MAJOR SALES,-38.3234550212287,-6.4037565657491
RIO GRANDE DO NORTE,MARCELINO VIEIRA,-38.1666126187356,-6.2935497877900
RIO GRANDE DO NORTE,MARTINS,-37.9113273956681,-6.0963474928715
RIO GRANDE DO NORTE,MAXARANGUAPE,-35.2620748680720,-5.5054562657738
RIO GRANDE DO NORTE,MESSIAS TARGINO,-37.5120589301593,-6.0764975053298
RIO GRANDE DO NORTE,MONTANHAS,-35.2876919575565,-6.4822429389357
RIO GRANDE DO NORTE,MONTE ALEGRE,-35.3320992692543,-6.0678766241082
RIO GRANDE DO NORTE,MONTE DAS GAMELEIRAS,-35.7866071234666,-6.4394660165222
RIO GRANDE DO NORTE,MOSSORÓ,-37.3568741367043,-5.1938012347087
RIO GRANDE DO NORTE,NATAL,-35.2522547280543,-5.7508985376121
RIO GRANDE DO NORTE,NÍSIA FLORESTA,-35.2113095644850,-6.0907141459035
RIO GRANDE DO NORTE,NOVA CRUZ,-35.4323003945869,-6.4800647920148
RIO GRANDE DO NORTE,OLHO-D'ÁGUA DO BORGES,-37.7118209785559,-5.9592583875311
RIO GRANDE DO NORTE,OURO BRANCO,-36.9462950766901,-6.6996589474256
RIO GRANDE DO NORTE,PARANÁ,-38.3111288501105,-6.4853305013425
RIO GRANDE DO NORTE,PARAÚ,-37.1016501352676,-5.7770555176126
RIO GRANDE DO NORTE,PARAZINHO,-35.8449895223578,-5.2307807344904
RIO GRANDE DO NORTE,PARELHAS,-36.6578048562049,-6.6887551971746
RIO GRANDE DO NORTE,RIO DO FOGO,-35.3848720422209,-5.2715586595912
RIO GRANDE DO NORTE,PASSA E FICA,-35.6473522143433,-6.4291154936536
RIO GRANDE DO NORTE,PASSAGEM,-35.3755657140696,-6.2744422129561
RIO GRANDE DO NORTE,PATU,-37.6401023994731,-6.1015320672853
RIO GRANDE DO NORTE,SANTA MARIA,-35.6903638553156,-5.8385187010895
RIO GRANDE DO NORTE,PAU DOS FERROS,-38.2032615200836,-6.1147318386501
RIO GRANDE DO NORTE,PEDRA GRANDE,-35.8759906400618,-5.1493874334980
RIO GRANDE DO NORTE,PEDRA PRETA,-36.1031358189646,-5.5819091562031
RIO GRANDE DO NORTE,PEDRO AVELINO,-36.3852292558735,-5.5240021820523
RIO GRANDE DO NORTE,PEDRO VELHO,-35.2229392416707,-6.4331894882038
RIO GRANDE DO NORTE,PENDÊNCIAS,-36.7191460402508,-5.2567881709425
RIO GRANDE DO NORTE,PILÕES,-38.0444431555028,-6.2657224402409
RIO GRANDE DO NORTE,POÇO BRANCO,-35.6550117699579,-5.6188515040917
RIO GRANDE DO NORTE,PORTALEGRE,-37.9851948257179,-6.0243280134919
RIO GRANDE DO NORTE,PORTO DO MANGUE,-36.7805380667257,-5.0696701522106
RIO GRANDE DO NORTE,PRESIDENTE JUSCELINO,-35.7056053223905,-6.1049127856499
RIO GRANDE DO NORTE,PUREZA,-35.5622682321378,-5.4659185859134
RIO GRANDE DO NORTE,RAFAEL FERNANDES,-38.2225028856897,-6.1864951980846
RIO GRANDE DO NORTE,RAFAEL GODEIRO,-37.7159740682361,-6.0782966477650
RIO GRANDE DO NORTE,RIACHO DA CRUZ,-37.9502747099434,-5.9358025220239
RIO GRANDE DO NORTE,RIACHO DE SANTANA,-38.3148330293793,-6.2647305468082
RIO GRANDE DO NORTE,RIACHUELO,-35.8262747639025,-5.8139469647121
RIO GRANDE DO NORTE,RODOLFO FERNANDES,-38.0628743291341,-5.7879936117114
RIO GRANDE DO NORTE,TIBAU,-37.2513026681358,-4.8414374104414
RIO GRANDE DO NORTE,RUY BARBOSA,-35.9354841632411,-5.8794289409581
RIO GRANDE DO NORTE,SANTA CRUZ,-36.0205165703447,-6.2300756233866
RIO GRANDE DO NORTE,SANTANA DO MATOS,-36.6541049650822,-5.9577271554018
RIO GRANDE DO NORTE,SANTANA DO SERIDÓ,-36.7368516418736,-6.7701517528996
RIO GRANDE DO NORTE,SANTO ANTÔNIO,-35.4751369839982,-6.3051739212975
RIO GRANDE DO NORTE,SÃO BENTO DO NORTE,-36.0354313533959,-5.0595010600826
RIO GRANDE DO NORTE,SÃO BENTO DO TRAIRÍ,-36.0868875014205,-6.3444812167406
RIO GRANDE DO NORTE,SÃO FERNANDO,-37.1854030398375,-6.3838610730285
RIO GRANDE DO NORTE,SÃO FRANCISCO DO OESTE,-38.1692961807558,-6.0006365705398
RIO GRANDE DO NORTE,SÃO GONÇALO DO AMARANTE,-35.3311560930852,-5.7895555402053
RIO GRANDE DO NORTE,SÃO JOÃO DO SABUGI,-37.2041396579503,-6.7112243500156
RIO GRANDE DO NORTE,SÃO JOSÉ DE MIPIBU,-35.2402746487129,-6.0704657116057
RIO GRANDE DO NORTE,SÃO JOSÉ DO CAMPESTRE,-35.7121150331211,-6.3155639806483
RIO GRANDE DO NORTE,SÃO JOSÉ DO SERIDÓ,-36.8832588929340,-6.4487985346451
RIO GRANDE DO NORTE,SÃO MIGUEL,-38.4963439736539,-6.2123429186061
RIO GRANDE DO NORTE,SÃO MIGUEL DO GOSTOSO,-35.6412835112052,-5.1228571163116
RIO GRANDE DO NORTE,SÃO PAULO DO POTENGI,-35.7643696369494,-5.8998203337798
RIO GRANDE DO NORTE,SÃO PEDRO,-35.6403110302273,-5.8979802825130
RIO GRANDE DO NORTE,SÃO RAFAEL,-36.8903975641003,-5.8009342265910
RIO GRANDE DO NORTE,SÃO TOMÉ,-36.0736631485719,-5.9730223470968
RIO GRANDE DO NORTE,SÃO VICENTE,-36.6886618516821,-6.2149638781654
RIO GRANDE DO NORTE,SENADOR ELÓI DE SOUZA,-35.6956637751617,-6.0362264287733
RIO GRANDE DO NORTE,SENADOR GEORGINO AVELINO,-35.1241762279568,-6.1586943343692
RIO GRANDE DO NORTE,SERRA DE SÃO BENTO,-35.7034898198867,-6.4153669923303
RIO GRANDE DO NORTE,SERRA DO MEL,-37.0413013452291,-5.1652413482018
RIO GRANDE DO NORTE,SERRA NEGRA DO NORTE,-37.3949730105827,-6.6639843363731
RIO GRANDE DO NORTE,SERRINHA,-35.5013432340406,-6.2770915257477
RIO GRANDE DO NORTE,SERRINHA DOS PINTOS,-37.9615790488699,-6.1141293698225
RIO GRANDE DO NORTE,SEVERIANO MELO,-37.9565807059839,-5.7781877652876
RIO GRANDE DO NORTE,SÍTIO NOVO,-35.9104491798599,-6.1040915827820
RIO GRANDE DO NORTE,TABOLEIRO GRANDE,-38.0435675405776,-5.9267522922491
RIO GRANDE DO NORTE,TAIPU,-35.5988465612551,-5.6196666752728
RIO GRANDE DO NORTE,TANGARÁ,-35.8001895983091,-6.1973573683106
RIO GRANDE DO NORTE,TENENTE ANANIAS,-38.1792978897052,-6.4775437121867
RIO GRANDE DO NORTE,TENENTE LAURENTINO CRUZ,-36.7206601448861,-6.1472301594895
RIO GRANDE DO NORTE,TIBAU DO SUL,-35.0926003671736,-6.1880717592904
RIO GRANDE DO NORTE,TIMBAÚBA DOS BATISTAS,-37.2713399064401,-6.4632892630582
RIO GRANDE DO NORTE,TOUROS,-35.4552931657206,-5.2026068013968
RIO GRANDE DO NORTE,TRIUNFO POTIGUAR,-37.1837968505575,-5.8669590186349
RIO GRANDE DO NORTE,UMARIZAL,-37.8132584900854,-5.9899019795619
RIO GRANDE DO NORTE,UPANEMA,-37.2601469419864,-5.6417976592702
RIO GRANDE DO NORTE,VÁRZEA,-35.3747906643910,-6.3487998907307
RIO GRANDE DO NORTE,VENHA-VER,-38.4912301676647,-6.3194228368955
RIO GRANDE DO NORTE,VERA CRUZ,-35.4281095272090,-6.0456084817930
RIO GRANDE DO NORTE,VIÇOSA,-37.9474090159691,-5.9918571747343
RIO GRANDE DO NORTE,VILA FLOR,-35.0761274954455,-6.3127918709359
PARAÍBA,ÁGUA BRANCA,-37.6422090442572,-7.5110701505577
PARAÍBA,AGUIAR,-38.1775818446374,-7.0948057624531
PARAÍBA,ALAGOA GRANDE,-35.6338919827495,-7.0367750000000
PARAÍBA,ALAGOA NOVA,-35.7594565398200,-7.0577988253336
PARAÍBA,ALAGOINHA,-35.5454913506159,-6.9481404046324
PARAÍBA,ALCANTIL,-36.0606043308864,-7.7414770382965
PARAÍBA,ALGODÃO DE JANDAÍRA,-36.0060933987894,-6.9046940377676
PARAÍBA,ALHANDRA,-34.9119851554492,-7.4329953021859
PARAÍBA,SÃO JOÃO DO RIO DO PEIXE,-38.4454535708480,-6.7344308283205
PARAÍBA,AMPARO,-37.0647752481212,-7.5672115216128
PARAÍBA,APARECIDA,-38.0833382545419,-6.7836951415186
PARAÍBA,ARAÇAGI,-35.3832990883057,-6.8516966174831
PARAÍBA,ARARA,-35.7595417215504,-6.8261917212096
PARAÍBA,ARARUNA,-35.7359805119437,-6.5314470213167
PARAÍBA,AREIA,-35.7033914011072,-6.9655150000000
PARAÍBA,AREIA DE BARAÚNAS,-36.9435079583787,-7.1236950130236
PARAÍBA,AREIAL,-35.9228094312866,-7.0499610886938
PARAÍBA,AROEIRAS,-35.7155929489148,-7.5484620227072
PARAÍBA,ASSUNÇÃO,-36.7331874760572,-7.0763269436714
PARAÍBA,BAÍA DA TRAIÇÃO,-34.9499310949655,-6.6795291230306
PARAÍBA,BANANEIRAS,-35.6315999027685,-6.7496372750000
PARAÍBA,BARAÚNA,-36.2530413530428,-6.6424050352379
PARAÍBA,BARRA DE SANTANA,-35.9963140811176,-7.5228337806390
PARAÍBA,BARRA DE SANTA ROSA,-36.0597726422183,-6.7202526775558
PARAÍBA,BARRA DE SÃO MIGUEL,-36.3215359677565,-7.7526706261965
PARAÍBA,BAYEUX,-34.9291858200857,-7.1322764850000
PARAÍBA,BELÉM,-35.5362740820625,-6.6940426097774
PARAÍBA,BELÉM DO BREJO DO CRUZ,-37.5395024822564,-6.1885749976701
PARAÍBA,BERNARDINO BATISTA,-38.5488692212462,-6.4535477932165
PARAÍBA,BOA VENTURA,-38.2189508765067,-7.4222821452853
PARAÍBA,BOA VISTA,-36.2353736587535,-7.2579130805797
PARAÍBA,BOM JESUS,-38.6551428070451,-6.8179576511972
PARAÍBA,BOM SUCESSO,-37.9300236973884,-6.4450467229881
PARAÍBA,BONITO DE SANTA FÉ,-38.5164953050679,-7.3107630818579
PARAÍBA,BOQUEIRÃO,-36.1334047507110,-7.4826479198713
PARAÍBA,IGARACY,-38.1466946448252,-7.1793192913795
PARAÍBA,BORBOREMA,-35.5993759656005,-6.8043058831009
PARAÍBA,BREJO DO CRUZ,-37.5001626416753,-6.3477076067963
PARAÍBA,BREJO DOS SANTOS,-37.8237101751213,-6.3761833082129
PARAÍBA,CAAPORÃ,-34.9178501439554,-7.5142876413723
PARAÍBA,CABACEIRAS,-36.2843418898015,-7.4906698737100
PARAÍBA,CABEDELO,-34.8394300208048,-6.9669830632796
PARAÍBA,CACHOEIRA DOS ÍNDIOS,-38.6783031916558,-6.9239358528037
PARAÍBA,CACIMBA DE AREIA,-37.1582169542224,-7.1284733769428
PARAÍBA,CACIMBA DE DENTRO,-35.7928209013797,-6.6400167470411
PARAÍBA,CACIMBAS,-37.0604021093534,-7.2123593026499
PARAÍBA,CAIÇARA,-35.4691142820996,-6.6174697909200
PARAÍBA,CAJAZEIRAS,-38.5605303718409,-6.8904645000000
PARAÍBA,CAJAZEIRINHAS,-37.7991843341113,-6.9626928131822
PARAÍBA,CALDAS BRANDÃO,-35.3423820919597,-7.1717514370431
PARAÍBA,CAMALAÚ,-36.8316105814858,-7.8912420951266
PARAÍBA,CAMPINA GRANDE,-35.8838591147815,-7.2214970400000
PARAÍBA,CAPIM,-35.1677387140512,-6.9108443748682
PARAÍBA,CARAÚBAS,-36.4954780726943,-7.7310993724082
PARAÍBA,CARRAPATEIRA,-38.3442167253342,-7.0396542414522
PARAÍBA,CASSERENGUE,-35.8163048294656,-6.7837603257347
PARAÍBA,CATINGUEIRA,-37.6107199033242,-7.1252097835618
PARAÍBA,CATOLÉ DO ROCHA,-37.7485000905939,-6.3467529950000
PARAÍBA,CATURITÉ,-36.0206588240689,-7.4196183207303
PARAÍBA,CONCEIÇÃO,-38.5091579595304,-7.5602250866248
PARAÍBA,CONDADO,-37.6039713346287,-6.9123067772908
PARAÍBA,CONDE,-34.9071513370733,-7.2635718267160
PARAÍBA,CONGO,-36.6615328551699,-7.7925707775037
PARAÍBA,COREMAS,-37.9455372751750,-7.0169182841834
PARAÍBA,COXIXOLA,-36.6048295218776,-7.6287969606280
PARAÍBA,CRUZ DO ESPÍRITO SANTO,-35.0914891261586,-7.1413369618883
PARAÍBA,CUBATI,-36.3479297161771,-6.8623606092026
PARAÍBA,CUITÉ,-36.1532081655002,-6.4855553011543
PARAÍBA,CUITEGI,-35.5257412326659,-6.8958137426149
PARAÍBA,CUITÉ DE MAMANGUAPE,-35.2528248925397,-6.9141574733745
PARAÍBA,CURRAL DE CIMA,-35.2670572687864,-6.7174300292473
PARAÍBA,CURRAL VELHO,-38.2003914462447,-7.5380851076558
PARAÍBA,DAMIÃO,-35.9099425357662,-6.6318974073481
PARAÍBA,DESTERRO,-37.0921693225256,-7.2914475304320
PARAÍBA,VISTA SERRANA,-37.5679145327464,-6.7406872724242
PARAÍBA,DIAMANTE,-38.2650442086435,-7.4235834211503
PARAÍBA,DONA INÊS,-35.6225406506041,-6.6021227351519
PARAÍBA,DUAS ESTRADAS,-35.4181768047992,-6.6881329546836
PARAÍBA,EMAS,-37.7145859750777,-7.1079922323689
PARAÍBA,ESPERANÇA,-35.8585932869695,-7.0206850000000
PARAÍBA,FAGUNDES,-35.7846088757702,-7.3630616044485
PARAÍBA,FREI MARTINHO,-36.4520440619056,-6.4045158523546
PARAÍBA,GADO BRAVO,-35.7906509034521,-7.5829411773177
PARAÍBA,GUARABIRA,-35.4899649848849,-6.8527150000000
PARAÍBA,GURINHÉM,-35.4281860624289,-7.1232156684334
PARAÍBA,GURJÃO,-36.4862761217649,-7.2462216609322
PARAÍBA,IBIARA,-38.4055678575028,-7.4978512245459
PARAÍBA,IMACULADA,-37.5100748563998,-7.3885372613223
PARAÍBA,INGÁ,-35.6176892168187,-7.2950269135102
PARAÍBA,ITABAIANA,-35.3375333858727,-7.3309315000000
PARAÍBA,ITAPORANGA,-38.1525731066856,-7.3039804631169
PARAÍBA,ITAPOROROCA,-35.2462957146050,-6.8299201630414
PARAÍBA,ITATUBA,-35.6281612500039,-7.3749577550235
PARAÍBA,JACARAÚ,-35.2942824484025,-6.6129685867326
PARAÍBA,JERICÓ,-37.8086413774210,-6.5561949909408
PARAÍBA,JOÃO PESSOA,-34.8733848135386,-7.1493820200000
PARAÍBA,JUAREZ TÁVORA,-35.5911781067138,-7.1663446273336
PARAÍBA,JUAZEIRINHO,-36.5707010055171,-7.0653683106356
PARAÍBA,JUNCO DO SERIDÓ,-36.7164412260860,-6.9933376488561
PARAÍBA,JURIPIRANGA,-35.2394540486469,-7.3702907731825
PARAÍBA,JURU,-37.8192644890080,-7.5343071384346
PARAÍBA,LAGOA,-37.9150900701029,-6.5942086133349
PARAÍBA,LAGOA DE DENTRO,-35.3770436482357,-6.6705990496535
PARAÍBA,LAGOA SECA,-35.8514401351463,-7.1584124885586
PARAÍBA,LASTRO,-38.1792184928311,-6.5165306257842
PARAÍBA,LIVRAMENTO,-36.9486293039700,-7.3790028227583
PARAÍBA,LOGRADOURO,-35.4432993555945,-6.6153714222873
PARAÍBA,LUCENA,-34.8746090973938,-6.8988493384137
PARAÍBA,MÃE D'ÁGUA,-37.4281609949590,-7.2570490926971
PARAÍBA,MALTA,-37.5177757103802,-6.9071851234905
PARAÍBA,MAMANGUAPE,-35.1238932020901,-6.8337151469332
PARAÍBA,MANAÍRA,-38.1530716660803,-7.7046141415637
PARAÍBA,MARCAÇÃO,-35.0139243934696,-6.7700541740474
PARAÍBA,MARI,-35.3185424166403,-7.0563840000000
PARAÍBA,MARIZÓPOLIS,-38.3553961303769,-6.8446742770250
PARAÍBA,MASSARANDUBA,-35.7375152076896,-7.1801994710816
PARAÍBA,MATARACA,-35.0485576738377,-6.6005186543501
PARAÍBA,MATINHAS,-35.7709374162111,-7.1211683437426
PARAÍBA,MATO GROSSO,-37.7115726982213,-6.5426334911734
PARAÍBA,MATURÉIA,-37.3504338850628,-7.2659300019375
PARAÍBA,MOGEIRO,-35.4824246020059,-7.3094805323043
PARAÍBA,MONTADAS,-35.9582754292669,-7.0890963384550
PARAÍBA,MONTE HOREBE,-38.5836574944156,-7.2095264022605
PARAÍBA,MONTEIRO,-37.1226806805604,-7.8922170000000
PARAÍBA,MULUNGU,-35.4651434243147,-7.0278860316056
PARAÍBA,NATUBA,-35.5561446826129,-7.6409788247866
PARAÍBA,NAZAREZINHO,-38.3189125786079,-6.9127009191105
PARAÍBA,NOVA FLORESTA,-36.2024954255349,-6.4561399418328
PARAÍBA,NOVA OLINDA,-38.0410502007873,-7.4768427807538
PARAÍBA,NOVA PALMEIRA,-36.4187129743523,-6.6766058426448
PARAÍBA,OLHO D'ÁGUA,-37.7526855285604,-7.2249726485493
PARAÍBA,OLIVEDOS,-36.2436652193579,-6.9882256222903
PARAÍBA,OURO VELHO,-37.1543789425132,-7.6186521245103
PARAÍBA,PARARI,-36.6583244439251,-7.3167001007782
PARAÍBA,PASSAGEM,-37.0543919436503,-7.1328195966624
PARAÍBA,PATOS,-37.2769133372926,-7.0244916682193
PARAÍBA,PAULISTA,-37.6210556739873,-6.5940615797621
PARAÍBA,PEDRA BRANCA,-38.0722463078192,-7.4265644261301
PARAÍBA,PEDRA LAVRADA,-36.4720503638462,-6.7578814606452
PARAÍBA,PEDRAS DE FOGO,-35.1131779827065,-7.4015385000000
PARAÍBA,PIANCÓ,-37.9265190011780,-7.1925698759973
PARAÍBA,PICUÍ,-36.3470460251457,-6.5101356574065
PARAÍBA,PILAR,-35.2598804076248,-7.2598879849164
PARAÍBA,PILÕES,-35.6155405946994,-6.8692205282492
PARAÍBA,PILÕEZINHOS,-35.5305857040330,-6.8405687830433
PARAÍBA,PIRPIRITUBA,-35.4977157927507,-6.7808000984551
PARAÍBA,PITIMBU,-34.8139304142683,-7.4824133960313
PARAÍBA,POCINHOS,-36.0564422810101,-7.0786172693699
PARAÍBA,POÇO DANTAS,-38.4971655332399,-6.4071756420217
PARAÍBA,POÇO DE JOSÉ DE MOURA,-38.5099999913196,-6.5769188158550
PARAÍBA,POMBAL,-37.7982672713630,-6.7698554850000
PARAÍBA,PRATA,-37.0823339751871,-7.6969830843450
PARAÍBA,PRINCESA ISABEL,-37.9936640096162,-7.7338664589850
PARAÍBA,PUXINANÃ,-35.9584940731246,-7.1489066440629
PARAÍBA,QUEIMADAS,-35.8994339112229,-7.3607915000000
PARAÍBA,QUIXABÁ,-37.1470987043486,-7.0308176065740
PARAÍBA,REMÍGIO,-35.7958331901249,-6.9662929519890
PARAÍBA,PEDRO RÉGIS,-35.2930058538096,-6.6444714972661
PARAÍBA,RIACHÃO,-35.6627216943535,-6.5426765278899
PARAÍBA,RIACHÃO DO BACAMARTE,-35.6553876583291,-7.2505947732792
PARAÍBA,RIACHÃO DO POÇO,-35.2612426920122,-7.1515036157403
PARAÍBA,RIACHO DE SANTO ANTÔNIO,-36.1567097727418,-7.6902953445402
PARAÍBA,RIACHO DOS CAVALOS,-37.6538353910347,-6.4364942491411
PARAÍBA,RIO TINTO,-35.0788522259515,-6.8084485000000
PARAÍBA,SALGADINHO,-36.8455028942862,-7.1030347330887
PARAÍBA,SALGADO DE SÃO FÉLIX,-35.4433017394971,-7.3553573137171
PARAÍBA,SANTA CECÍLIA,-35.8774744666280,-7.7429059622160
PARAÍBA,SANTA CRUZ,-38.0605555920097,-6.5350141675178
PARAÍBA,SANTA HELENA,-38.6427896706556,-6.7186941996429
PARAÍBA,SANTA INÊS,-38.5595999296318,-7.6277797185430
PARAÍBA,SANTA LUZIA,-36.9216783300447,-6.8718632618825
PARAÍBA,SANTANA DE MANGUEIRA,-38.3325811539417,-7.5512134095287
PARAÍBA,SANTANA DOS GARROTES,-37.9850430999296,-7.3876444597284
PARAÍBA,JOCA CLAUDINO,-38.4791522142449,-6.4840552966913
PARAÍBA,SANTA RITA,-34.9658392782709,-7.1380845000000
PARAÍBA,SANTA TERESINHA,-37.4417177954698,-7.0841917052625
PARAÍBA,SANTO ANDRÉ,-36.6309754330546,-7.2204891228332
PARAÍBA,SÃO BENTO,-37.4493496644220,-6.4893075407914
PARAÍBA,SÃO BENTINHO,-37.7227213005654,-6.8903085089975
PARAÍBA,SÃO DOMINGOS DO CARIRI,-36.4359294005056,-7.6329907025031
PARAÍBA,SÃO DOMINGOS,-37.9426027474446,-6.8159249809165
PARAÍBA,SÃO FRANCISCO,-38.0971412339127,-6.6192799824053
PARAÍBA,SÃO JOÃO DO CARIRI,-36.5315209358872,-7.3902013357551
PARAÍBA,SÃO JOÃO DO TIGRE,-36.8457433215685,-8.0810428893648
PARAÍBA,SÃO JOSÉ DA LAGOA TAPADA,-38.1577701892674,-6.9442314894140
PARAÍBA,SÃO JOSÉ DE CAIANA,-38.2978233702354,-7.2491596310837
PARAÍBA,SÃO JOSÉ DE ESPINHARAS,-37.3251148399789,-6.8441796084636
PARAÍBA,SÃO JOSÉ DOS RAMOS,-35.3779610544874,-7.2471273572163
PARAÍBA,SÃO JOSÉ DE PIRANHAS,-38.5010748206497,-7.1208699574438
PARAÍBA,SÃO JOSÉ DE PRINCESA,-38.0988027202559,-7.7429694507639
PARAÍBA,SÃO JOSÉ DO BONFIM,-37.3092447284815,-7.1609149773590
PARAÍBA,SÃO JOSÉ DO BREJO DO CRUZ,-37.3538296761784,-6.2129153407398
PARAÍBA,SÃO JOSÉ DO SABUGI,-36.7974932181972,-6.7755314068371
PARAÍBA,SÃO JOSÉ DOS CORDEIROS,-36.8027778195065,-7.3926426969584
PARAÍBA,SÃO MAMEDE,-37.0948573852401,-6.9302283713902
PARAÍBA,SÃO MIGUEL DE TAIPU,-35.2104513918798,-7.2492335303871
PARAÍBA,SÃO SEBASTIÃO DE LAGOA DE ROÇA,-35.8664139115223,-7.1009459552440
PARAÍBA,SÃO SEBASTIÃO DO UMBUZEIRO,-37.0084169780022,-8.1571187546847
PARAÍBA,SAPÉ,-35.2304326165497,-7.0871110000000
PARAÍBA,SERIDÓ,-36.4107641095568,-6.8569085631729
PARAÍBA,SERRA BRANCA,-36.6556668629229,-7.4805025244756
PARAÍBA,SERRA DA RAIZ,-35.4427388368849,-6.6855176500537
PARAÍBA,SERRA GRANDE,-38.3748947870419,-7.2141477578403
PARAÍBA,SERRA REDONDA,-35.6742704972443,-7.1825494246827
PARAÍBA,SERRARIA,-35.6441425707571,-6.8170889428473
PARAÍBA,SERTÃOZINHO,-35.4417507457045,-6.7507975459617
PARAÍBA,SOBRADO,-35.2381954790313,-7.1445756136374
PARAÍBA,SOLÂNEA,-35.6561584077255,-6.7598975000000
PARAÍBA,SOLEDADE,-36.3626648603770,-7.0587413777763
PARAÍBA,SOSSÊGO,-36.2482238788383,-6.7675275288827
PARAÍBA,SOUSA,-38.2296050806011,-6.7633780050000
